player_id,name,player_club,age,position,goalkeeper_or_not,market_value,nationality,player_height,player_agent,strong_foot,contract_value_time,appearances,PPG,goals,assists,own_goals,substitutions_on,substitutions_off,yellow_cards,second_yellow_cards,red_cards,penalty_goals,minutes_per_goal,minutes_played,goals_conceded,clean_sheet,crawl_timestamp,source
184204,Christian Kühlwetter,J. Regensburg,29.0,Centre-Forward,0,400.0,Germany,1.82,MK Sport Consulting,both,2026.0,33.0,0.85,3.0,0,0,2.0,17.0,5.0,0,0,2.0,848.0,2.545,0.0,0.0,1748225345685,https://www.transfermarkt.com/christian-kuhlwetter/profil/spieler/184204
470607,Brennan Johnson,Tottenham,24.0,Right Winger,0,50000.0,Wales,1.86,Unique Sports Group,right,2028.0,51.0,1.49,18.0,7.0,0,15.0,18.0,7.0,0,0,0,184.0,3.317,0.0,0.0,1748225370291,https://www.transfermarkt.com/brennan-johnson/profil/spieler/470607
604358,David Herold,Karlsruher SC,22.0,Left-Back,0,1500.0,Germany,1.85,None,left,-,36.0,1.53,1.0,2.0,0,12.0,7.0,0.0,0,0,0,2.331,2.331,0.0,0.0,1748225383049,https://www.transfermarkt.com/david-herold/profil/spieler/604358
67556,Milan Djuric,Parma,35.0,Centre-Forward,0,1500.0,Bosnia-Herzegovina,1.99,None,right,2026.0,27.0,0.59,5.0,1.0,0,11.0,7.0,4.0,0,0,0,307.0,1.536,0.0,0.0,1748225408147,https://www.transfermarkt.com/milan-djuric/profil/spieler/67556
326029,Donyell Malen,Aston Villa,26.0,Right Winger,0,25000.0,Netherlands,1.76,Wasserman,right,-,38.0,1.74,8.0,1.0,0,25.0,12.0,2.0,0,0,0,169.0,1.349,0.0,0.0,1748225409613,https://www.transfermarkt.com/donyell-malen/profil/spieler/326029
598577,Florian Wirtz,B. Leverkusen,22.0,Attacking Midfield,0,140000.0,Germany,1.77,None,right,2027.0,45.0,2.02,16.0,15.0,0,9.0,16.0,8.0,0,0,3.0,212.0,3.392,0.0,0.0,1748225431566,https://www.transfermarkt.com/florian-wirtz/profil/spieler/598577
152435,Marcel Franke,Karlsruher SC,32.0,Centre-Back,0,700.0,Germany,1.93,MvK Sports,right,-,33.0,1.55,3.0,0,0,0,6.0,6.0,0,0,0,954.0,2.863,0.0,0.0,1748225433585,https://www.transfermarkt.com/marcel-franke/profil/spieler/152435
607224,Hannibal,Burnley,22.0,Attacking Midfield,0,9000.0,Tunisia,1.83,ROGON,Midfield - Attacking Midfield,2028.0,39.0,2.18,1.0,5.0,0,14.0,23.0,8.0,0,1.0,0,2.068,2.068,0.0,0.0,1748225435928,https://www.transfermarkt.com/hannibal/profil/spieler/607224
388409,Philipp Sander,Bor. M'gladbach,27.0,Central Midfield,0,4000.0,Germany,1.86,Tenet Football,both,2028.0,29.0,1.38,1.0,0,0,12.0,12.0,2.0,0,0,0,1.497,1.497,0.0,0.0,1748225437532,https://www.transfermarkt.com/philipp-sander/profil/spieler/388409
154219,Michael Rose,Stoke City,29.0,Centre-Back,0,500.0,Scotland,1.88,None,right,2025.0,25.0,1.08,1.0,0,0,9.0,2.0,3.0,0,0,0,1.592,1.592,0.0,0.0,1748225440087,https://www.transfermarkt.com/michael-rose/profil/spieler/154219
333903,Lars Ritzka,FC St. Pauli,27.0,Left-Back,0,900.0,Germany,1.85,None,left,-,23.0,0.96,2.0,0,0,12.0,10.0,1.0,0,0,0,486.0,971.0,0.0,0.0,1748225464152,https://www.transfermarkt.com/lars-ritzka/profil/spieler/333903
441986,Yann Bisseck,Inter,24.0,Centre-Back,0,30000.0,Germany,1.96,None,right,2029.0,45.0,2.16,3.0,3.0,0,15.0,10.0,5.0,0,0,0,946.0,2.839,0.0,0.0,1748225489015,https://www.transfermarkt.com/yann-bisseck/profil/spieler/441986
392538,Tommaso Pobega,Bologna,25.0,Central Midfield,0,10000.0,Italy,1.88,None,left,2025.0,30.0,1.7,4.0,3.0,0,13.0,8.0,4.0,1.0,1.0,0,409.0,1.634,0.0,0.0,1748225501137,https://www.transfermarkt.com/tommaso-pobega/profil/spieler/392538
439914,John Yeboah,Venezia,24.0,Attacking Midfield,0,2500.0,Ecuador,1.7,Dirk Hebel,left,2028.0,33.0,0.82,1.0,2.0,0,22.0,9.0,6.0,0,0,0,1.212,1.212,0.0,0.0,1748225502903,https://www.transfermarkt.com/john-yeboah/profil/spieler/439914
426280,Melle Meulensteen,Sampdoria,25.0,Defensive Midfield,0,800.0,Netherlands,1.88,Nine Group,right,2027.0,28.0,1.11,3.0,0,0,3.0,10.0,4.0,0,0,0,694.0,2.082,0.0,0.0,1748225504655,https://www.transfermarkt.com/melle-meulensteen/profil/spieler/426280
218306,César Falletti,Bari,32.0,Attacking Midfield,0,700.0,Uruguay,1.74,None,right,2025.0,27.0,1.22,1.0,4.0,0,8.0,16.0,3.0,0,0,1.0,1.539,1.539,0.0,0.0,1748225506693,https://www.transfermarkt.com/cesar-falletti/profil/spieler/218306
524428,Nicolas Galazzi,Brescia,24.0,Attacking Midfield,0,1100.0,Italy,1.82,None,left,2028.0,24.0,1.25,1.0,6.0,0,6.0,16.0,2.0,0,0,0,1.55,1.55,0.0,0.0,1748225530781,https://www.transfermarkt.com/nicolas-galazzi/profil/spieler/524428
283497,Mathias Honsak,Heidenheim,28.0,Left Winger,0,1500.0,Austria,1.88,HAGMAYR ...,left,2027.0,34.0,1.03,8.0,3.0,0,18.0,9.0,1.0,0,0,0,217.0,1.738,0.0,0.0,1748225532821,https://www.transfermarkt.com/mathias-honsak/profil/spieler/283497
704335,Davide Bragantini,Mantova,21.0,Right Winger,0,800.0,Italy,1.79,None,left,2029.0,37.0,1.14,7.0,3.0,0,20.0,17.0,2.0,0,0,0,223.0,1.561,0.0,0.0,1748225534561,https://www.transfermarkt.com/davide-bragantini/profil/spieler/704335
606849,Makhtar Gueye,Blackburn,27.0,Centre-Forward,0,3000.0,Senegal,1.95,None,right,2027.0,48.0,1.38,8.0,6.0,0,24.0,13.0,8.0,1.0,0,1.0,290.0,2.32,0.0,0.0,1748225558931,https://www.transfermarkt.com/makhtar-gueye/profil/spieler/606849
856530,Mateo Pellegrino,Parma,23.0,Centre-Forward,0,3500.0,Argentina,1.92,None,left,2029.0,14.0,1.14,3.0,1.0,0,6.0,6.0,2.0,0,0,0,257.0,772.0,0.0,0.0,1748225560501,https://www.transfermarkt.com/mateo-pellegrino/profil/spieler/856530
134425,Raheem Sterling,Arsenal,30.0,Right Winger,0,15000.0,England,1.7,None,right,2025.0,28.0,2.04,1.0,5.0,0,15.0,10.0,5.0,0,0,0,1.143,1.143,0.0,0.0,1748225562227,https://www.transfermarkt.com/raheem-sterling/profil/spieler/134425
400546,Nikolas Nartey,VfB Stuttgart,25.0,Central Midfield,0,400.0,Denmark,1.86,None,left,2025.0,9.0,1.89,1.0,0,0,6.0,4.0,1.0,0,0,0,265.0,265.0,0.0,0.0,1748225564766,https://www.transfermarkt.com/nikolas-nartey/profil/spieler/400546
289433,Yakou Méïté,Cardiff,29.0,Left Winger,0,1500.0,Cote d'Ivoire,1.85,None,left,2025.0,34.0,1.06,3.0,0,0,23.0,10.0,1.0,0,0,0,396.0,1.189,0.0,0.0,1748225599367,https://www.transfermarkt.com/yakou-meite/profil/spieler/289433
371141,Stanley Nsoki,TSG Hoffenheim,26.0,Centre-Back,0,2500.0,France,1.84,None,left,2027.0,27.0,1.07,0.0,0,2.0,6.0,6.0,4.0,0,1.0,0,0.0,1.74,0.0,0.0,1748225611361,https://www.transfermarkt.com/stanley-nsoki/profil/spieler/371141
183302,Ben Pearson,Stoke City,30.0,Defensive Midfield,0,1800.0,England,1.76,Wasserman,right,2027.0,15.0,1.2,0.0,0,0,6.0,6.0,6.0,0,0,0,0.0,663.0,0.0,0.0,1748225622910,https://www.transfermarkt.com/ben-pearson/profil/spieler/183302
865970,Sonny Finch,Middlesbrough,19.0,Centre-Forward,0,75.0,England,1.8,CAA Stellar,right,2026.0,17.0,1.06,3.0,3.0,0,7.0,8.0,1.0,0,0,1.0,289.0,868.0,0.0,0.0,1748225625806,https://www.transfermarkt.com/sonny-finch/profil/spieler/865970
386455,Riccardo Sottil,AC Milan,25.0,Left Winger,0,6000.0,Italy,1.8,GR Sports,right,2025.0,33.0,1.76,5.0,4.0,0,17.0,14.0,2.0,0,0,0,291.0,1.456,0.0,0.0,1748225627684,https://www.transfermarkt.com/riccardo-sottil/profil/spieler/386455
879768,Will Lankshear,West Brom,20.0,Centre-Forward,0,3000.0,England,1.89,None,right,2025.0,19.0,1.32,2.0,0,0,11.0,7.0,1.0,1.0,0,0,313.0,625.0,0.0,0.0,1748225640852,https://www.transfermarkt.com/will-lankshear/profil/spieler/879768
614262,Charlie McNeill,Sheff Wed,21.0,Centre-Forward,0,200.0,England,1.81,Two Touch Agency,right,2027.0,7.0,1.86,2.0,0,0,5.0,2.0,0.0,0,0,0,89.0,178.0,0.0,0.0,1748225642825,https://www.transfermarkt.com/charlie-mcneill/profil/spieler/614262
129129,João Pedro,Hull City,33.0,Centre-Forward,0,2500.0,Italy,1.84,None,right,2026.0,36.0,0.92,6.0,2.0,0,10.0,10.0,4.0,0,1.0,0,378.0,2.268,0.0,0.0,1748225644706,https://www.transfermarkt.com/joao-pedro/profil/spieler/129129
407265,Luca Zanimacchia,Cremonese,26.0,Right Winger,0,1400.0,Italy,1.78,GR Sports,right,2027.0,32.0,1.66,1.0,4.0,0,11.0,13.0,3.0,0,0,0,1.886,1.886,0.0,0.0,1748225656558,https://www.transfermarkt.com/luca-zanimacchia/profil/spieler/407265
337092,Tim Siersleben,Heidenheim,25.0,Centre-Back,0,1500.0,Germany,1.87,Ballarbeit,left,2026.0,28.0,1.43,2.0,1.0,0,3.0,4.0,4.0,0,0,0,1.109,2.218,0.0,0.0,1748225691052,https://www.transfermarkt.com/tim-siersleben/profil/spieler/337092
403718,Matias Antonini,Catanzaro,27.0,Centre-Back,0,650.0,Brazil,1.93,None,right,2027.0,21.0,1.52,0.0,0,0,6.0,0.0,5.0,0,0,0,0.0,1.454,0.0,0.0,1748225692827,https://www.transfermarkt.com/matias-antonini/profil/spieler/403718
566723,Michael Olise,Bayern Munich,23.0,Right Winger,0,80000.0,France,1.84,None,left,2029.0,50.0,2.22,17.0,21.0,0,8.0,24.0,4.0,0,0,1.0,205.0,3.482,0.0,0.0,1748225706077,https://www.transfermarkt.com/michael-olise/profil/spieler/566723
88690,Alberto Gerbo,Juve Stabia,35.0,Central Midfield,0,100.0,Italy,1.78,None,right,2025.0,0.0,,0.0,0,0,0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,1748225718587,https://www.transfermarkt.com/alberto-gerbo/profil/spieler/88690
147359,Jeremy Dudziak,Hertha BSC,29.0,Left-Back,0,750.0,Tunisia,1.76,None,left,2025.0,2.0,0.5,0.0,0,0,0,2.0,1.0,0,0,0,0.0,112.0,0.0,0.0,1748225720541,https://www.transfermarkt.com/jeremy-dudziak/profil/spieler/147359
578539,Chris Richards,Crystal Palace,25.0,Centre-Back,0,12000.0,United States,1.88,Roc Nation Sports,right,2027.0,32.0,1.91,1.0,1.0,0,3.0,3.0,4.0,1.0,0,0,2.635,2.635,0.0,0.0,1748225724165,https://www.transfermarkt.com/chris-richards/profil/spieler/578539
597000,Eric Martel,1.FC Köln,23.0,Defensive Midfield,0,6000.0,Germany,1.88,None,right,2026.0,34.0,1.85,3.0,0,0,0,2.0,4.0,0,0,0,1.024,3.071,0.0,0.0,1748225726003,https://www.transfermarkt.com/eric-martel/profil/spieler/597000
85706,Enda Stevens,Stoke City,34.0,Left-Back,0,250.0,Ireland,1.83,None,left,2025.0,21.0,1.43,0.0,2.0,0,6.0,6.0,3.0,0,0,0,0.0,1.332,0.0,0.0,1748225728292,https://www.transfermarkt.com/enda-stevens/profil/spieler/85706
651569,Daniel Mosquera,Hellas Verona,25.0,Centre-Forward,0,1500.0,Colombia,1.8,None,right,2028.0,36.0,1.03,5.0,1.0,0,23.0,12.0,4.0,0,0,0,287.0,1.434,0.0,0.0,1748225739872,https://www.transfermarkt.com/daniel-mosquera/profil/spieler/651569
272622,Issa Diop,Fulham,28.0,Centre-Back,0,16000.0,France,1.94,None,right,2027.0,24.0,1.58,0.0,0,1.0,7.0,2.0,3.0,0,0,0,0.0,1.539,0.0,0.0,1748225752682,https://www.transfermarkt.com/issa-diop/profil/spieler/272622
570152,Marcel Hoffmeier,SC Paderborn,25.0,Centre-Back,0,1000.0,Germany,1.82,None,right,-,23.0,1.57,0.0,0,0,5.0,6.0,3.0,0,1.0,0,0.0,1.587,0.0,0.0,1748225754391,https://www.transfermarkt.com/marcel-hoffmeier/profil/spieler/570152
52769,Willian,Fulham,36.0,Left Winger,0,1000.0,Brazil,1.75,None,right,2025.0,23.0,1.35,0.0,1.0,0,17.0,5.0,0.0,0,0,0,0.0,853.0,0.0,0.0,1748225756039,https://www.transfermarkt.com/willian/profil/spieler/52769
805886,Gaby Jean,Lecce,25.0,Centre-Back,0,2000.0,France,1.91,One Team Football,left,2027.0,22.0,0.95,0.0,0,0,3.0,3.0,0.0,0,0,0,0.0,1.658,0.0,0.0,1748225757993,https://www.transfermarkt.com/gaby-jean/profil/spieler/805886
569033,Armindo Sieb,1.FSV Mainz 05,22.0,Second Striker,0,4000.0,Germany,1.75,Sport Business ...,both,2026.0,30.0,1.6,3.0,3.0,0,23.0,10.0,2.0,0,0,0,309.0,926.0,0.0,0.0,1748225769905,https://www.transfermarkt.com/armindo-sieb/profil/spieler/569033
809498,Luca Kerber,Heidenheim,23.0,Central Midfield,0,1300.0,Germany,1.84,Soccer and more,right,2027.0,33.0,1.36,2.0,0,0,18.0,11.0,6.0,0,0,0,696.0,1.391,0.0,0.0,1748225771209,https://www.transfermarkt.com/luca-kerber/profil/spieler/809498
693637,Pape Meïssa Ba,FC Schalke 04,27.0,Centre-Forward,0,1500.0,Senegal,1.86,None,right,2028.0,33.0,1.39,13.0,4.0,0,9.0,12.0,5.0,0,0,1.0,171.0,2.224,0.0,0.0,1748225773622,https://www.transfermarkt.com/pape-meissa-ba/profil/spieler/693637
84435,Kevin Vogt,Union Berlin,33.0,Centre-Back,0,2000.0,Germany,1.94,ROOF,right,-,20.0,1.05,1.0,0,0,2.0,7.0,6.0,0,0,1.0,1.537,1.537,0.0,0.0,1748225785164,https://www.transfermarkt.com/kevin-vogt/profil/spieler/84435
651269,Armin Gigovic,Holstein Kiel,23.0,Central Midfield,0,3000.0,Bosnia-Herzegovina,1.87,None,right,-,33.0,0.85,6.0,2.0,0,8.0,20.0,7.0,0,0,0,348.0,2.085,0.0,0.0,1748225798666,https://www.transfermarkt.com/armin-gigovic/profil/spieler/651269
405687,Tom Krauß,VfL Bochum,23.0,Central Midfield,0,4000.0,Germany,1.82,Dirk Hebel,right,2025.0,37.0,0.86,2.0,4.0,0,4.0,22.0,3.0,0,0,0,1.348,2.696,0.0,0.0,1748225810025,https://www.transfermarkt.com/tom-krauss/profil/spieler/405687
237666,Silvan Hefti,Hamburger SV,27.0,Right-Back,0,1500.0,Switzerland,1.83,ONEANDTEN,right,2028.0,20.0,1.85,1.0,1.0,1.0,8.0,7.0,4.0,0,0,0,1.092,1.092,0.0,0.0,1748225831936,https://www.transfermarkt.com/silvan-hefti/profil/spieler/237666
238427,Will Vaulks,Oxford United,31.0,Defensive Midfield,0,700.0,Wales,1.8,None,right,-,46.0,1.2,1.0,2.0,0,8.0,11.0,4.0,0,0,0,3.374,3.374,0.0,0.0,1748225856337,https://www.transfermarkt.com/will-vaulks/profil/spieler/238427
622722,Colin Kleine-Bekel,Holstein Kiel,22.0,Centre-Back,0,2500.0,Germany,1.92,ROOF,right,2025.0,,,,,,2.0,,,,,,,,0.0,0.0,1748225858274,https://www.transfermarkt.com/colin-kleine-bekel/profil/spieler/622722
405679,Frederik Jäkel,SV Elversberg,24.0,Centre-Back,0,800.0,Germany,1.94,feel soccer GmbH,right,2025.0,1.0,3.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1748225896242,https://www.transfermarkt.com/frederik-jakel/profil/spieler/405679
343337,Fiete Arp,Holstein Kiel,25.0,Centre-Forward,0,800.0,Germany,1.86,None,right,2026.0,25.0,0.6,2.0,0,0,22.0,1.0,7.0,1.0,0,1.0,377.0,753.0,0.0,0.0,1748225898028,https://www.transfermarkt.com/fiete-arp/profil/spieler/343337
855015,Farès Chaïbi,E. Frankfurt,22.0,Attacking Midfield,0,9000.0,Algeria,1.83,None,right,2028.0,38.0,1.74,2.0,3.0,0,24.0,12.0,2.0,0,0,0,787.0,1.573,0.0,0.0,1748225899598,https://www.transfermarkt.com/fares-chaibi/profil/spieler/855015
610442,Rasmus Højlund,Man Utd,22.0,Centre-Forward,0,45000.0,Denmark,1.91,SEG,left,2028.0,52.0,1.42,10.0,4.0,0,14.0,25.0,2.0,0,0,0,332.0,3.323,0.0,0.0,1748225901385,https://www.transfermarkt.com/rasmus-hojlund/profil/spieler/610442
134294,Danny Ings,West Ham,32.0,Centre-Forward,0,7000.0,England,1.77,None,right,2025.0,17.0,0.94,1.0,2.0,0,15.0,2.0,0.0,0,0,0,405.0,405.0,0.0,0.0,1748225903356,https://www.transfermarkt.com/danny-ings/profil/spieler/134294
678088,Luca Wollschläger,Hertha BSC II,22.0,Centre-Forward,0,175.0,Germany,1.95,None,both,2025.0,25.0,1.28,8.0,2.0,0,18.0,5.0,6.0,0,0,0,132.0,1.053,0.0,0.0,1748225904827,https://www.transfermarkt.com/luca-wollschlager/profil/spieler/678088
183780,Paul Seguin,FC Schalke 04,30.0,Central Midfield,0,1200.0,Germany,1.86,Ballarbeit,right,2026.0,26.0,1.19,2.0,5.0,0,3.0,12.0,9.0,0,0,0,979.0,1.958,0.0,0.0,1748225929341,https://www.transfermarkt.com/paul-seguin/profil/spieler/183780
819215,Julien Duranville,Bor. Dortmund,19.0,Left Winger,0,8500.0,Belgium,1.73,None,right,-,24.0,1.67,1.0,2.0,0,18.0,6.0,4.0,0,0,0,707.0,707.0,0.0,0.0,1748225934113,https://www.transfermarkt.com/julien-duranville/profil/spieler/819215
1063329,Andrés García,Aston Villa,22.0,Right-Back,0,7000.0,Spain,1.85,InterStarDeporte,right,-,33.0,1.7,3.0,3.0,0,4.0,7.0,3.0,0,0,0,823.0,2.468,0.0,0.0,1748225936076,https://www.transfermarkt.com/andres-garcia/profil/spieler/1063329
600041,Mattia Felici,Cagliari,24.0,Left Winger,0,3000.0,Italy,1.82,FIRST,right,2027.0,22.0,0.91,0.0,3.0,0,12.0,9.0,1.0,0,0,0,0.0,1.011,0.0,0.0,1748225939643,https://www.transfermarkt.com/mattia-felici/profil/spieler/600041
635336,Imrân Louza,Watford,26.0,Central Midfield,0,6000.0,Morocco,1.78,None,left,2028.0,37.0,1.27,2.0,5.0,0,4.0,7.0,11.0,0,0,0,1.468,2.936,0.0,0.0,1748225951544,https://www.transfermarkt.com/imran-louza/profil/spieler/635336
56601,Eric Botteghin,Modena,37.0,Centre-Back,0,200.0,Brazil,1.93,None,right,2025.0,5.0,1.0,0.0,0,0,2.0,2.0,0.0,0,0,0,0.0,230.0,0.0,0.0,1748225963630,https://www.transfermarkt.com/eric-botteghin/profil/spieler/56601
494237,Wilson Isidor,Sunderland,24.0,Centre-Forward,0,9000.0,France,1.86,None,right,2028.0,53.0,1.68,15.0,2.0,0,15.0,22.0,11.0,0,0,0,237.0,3.552,0.0,0.0,1748225973280,https://www.transfermarkt.com/wilson-isidor/profil/spieler/494237
159239,Dennis Srbeny,Greuther Fürth,31.0,Centre-Forward,0,600.0,Germany,1.9,Unique Sports Group,right,2026.0,35.0,1.17,5.0,4.0,0,18.0,16.0,6.0,0,0,0,307.0,1.536,0.0,0.0,1748225975460,https://www.transfermarkt.com/dennis-srbeny/profil/spieler/159239
632831,Nicolò Bertola,Spezia Calcio,22.0,Centre-Back,0,6500.0,Italy,1.92,None,right,2025.0,29.0,1.83,3.0,2.0,0,5.0,3.0,6.0,0,1.0,0,726.0,2.179,0.0,0.0,1748225977382,https://www.transfermarkt.com/nicolo-bertola/profil/spieler/632831
802560,Emil Højlund,FC Schalke 04,20.0,Centre-Forward,0,500.0,Denmark,1.91,FConsult,right,2028.0,11.0,1.09,0.0,0,0,8.0,3.0,0.0,0,0,0,0.0,309.0,0.0,0.0,1748225981172,https://www.transfermarkt.com/emil-hojlund/profil/spieler/802560
49723,Timothy Chandler,E. Frankfurt,35.0,Right-Back,0,350.0,United States,1.87,Sports eXcellence ...,right,2026.0,3.0,2.33,0.0,0,0,3.0,0.0,0.0,0,0,0,0.0,22.0,0.0,0.0,1748226005917,https://www.transfermarkt.com/timothy-chandler/profil/spieler/49723
745461,Luca Koleosho,Burnley,20.0,Right Winger,0,12000.0,Italy,1.75,CAA Stellar,right,2029.0,30.0,2.0,2.0,0,0,8.0,16.0,4.0,0,0,0,914.0,1.828,0.0,0.0,1748226008064,https://www.transfermarkt.com/luca-koleosho/profil/spieler/745461
403692,Victor Torp,Coventry,25.0,Central Midfield,0,2000.0,Denmark,1.78,BTAM,right,2028.0,41.0,1.51,6.0,4.0,0,14.0,21.0,2.0,0,0,1.0,394.0,2.366,0.0,0.0,1748226020373,https://www.transfermarkt.com/victor-torp/profil/spieler/403692
451747,Brandon Thomas-Asante,Coventry,26.0,Centre-Forward,0,3000.0,Ghana,1.82,None,right,2028.0,43.0,1.4,6.0,3.0,0,23.0,15.0,4.0,0,0,0,325.0,1.948,0.0,0.0,1748226022294,https://www.transfermarkt.com/brandon-thomas-asante/profil/spieler/451747
707450,Lorenzo Amatucci,Salernitana,21.0,Defensive Midfield,0,3500.0,Italy,1.72,YOU FIRST,right,2025.0,38.0,1.18,3.0,2.0,0,1.0,13.0,5.0,0,0,0,1.044,3.133,0.0,0.0,1748226023896,https://www.transfermarkt.com/lorenzo-amatucci/profil/spieler/707450
724178,Luis Hasa,Napoli,21.0,Central Midfield,0,1000.0,Italy,1.72,LIAN Sports Group,right,2029.0,1.0,,0.0,0,0,1.0,0.0,0.0,0,0,0,0.0,10.0,0.0,0.0,1748226024923,https://www.transfermarkt.com/luis-hasa/profil/spieler/724178
659542,Elye Wahi,E. Frankfurt,22.0,Centre-Forward,0,25000.0,France,1.84,None,right,2030.0,25.0,1.84,3.0,1.0,0,17.0,8.0,2.0,0,0,1.0,270.0,809.0,0.0,0.0,1748226026743,https://www.transfermarkt.com/elye-wahi/profil/spieler/659542
151636,Marlon Ritter,1.FC K'lautern,30.0,Attacking Midfield,0,1000.0,Germany,1.73,KL Sportsbase,right,-,32.0,1.69,8.0,4.0,0,5.0,16.0,10.0,0,0,2.0,288.0,2.305,0.0,0.0,1748226029313,https://www.transfermarkt.com/marlon-ritter/profil/spieler/151636
111266,Anthony Losilla,VfL Bochum,39.0,Defensive Midfield,0,500.0,France,1.85,None,right,2025.0,22.0,0.86,0.0,0,0,8.0,9.0,0.0,0,0,0,0.0,1.208,0.0,0.0,1748226051318,https://www.transfermarkt.com/anthony-losilla/profil/spieler/111266
111433,Frédéric Veseli,Südtirol,32.0,Centre-Back,0,250.0,Albania,1.85,Gold and Foot,right,2026.0,24.0,1.46,0.0,1.0,0,1.0,4.0,5.0,0,0,0,0.0,1.991,0.0,0.0,1748226053404,https://www.transfermarkt.com/frederic-veseli/profil/spieler/111433
433183,Tommy Doyle,Wolves,23.0,Central Midfield,0,10000.0,England,1.72,Unique Sports Group,right,2028.0,26.0,1.0,1.0,1.0,0,21.0,2.0,2.0,0,0,0,656.0,656.0,0.0,0.0,1748226055252,https://www.transfermarkt.com/tommy-doyle/profil/spieler/433183
724532,Sinclair Armstrong,Bristol City,21.0,Centre-Forward,0,2200.0,Ireland,1.82,None,right,2028.0,38.0,1.32,3.0,0,0,21.0,18.0,2.0,0,0,0,537.0,1.612,0.0,0.0,1748226058197,https://www.transfermarkt.com/sinclair-armstrong/profil/spieler/724532
692070,Clemens Riedel,Darmstadt 98,21.0,Centre-Back,0,3000.0,Germany,1.86,Sports360 GmbH,right,2026.0,36.0,1.33,1.0,1.0,0,0,1.0,9.0,0,0,0,3.246,3.246,0.0,0.0,1748226060350,https://www.transfermarkt.com/clemens-riedel/profil/spieler/692070
300532,Pontus Almqvist,Parma,25.0,Right Winger,0,2500.0,Sweden,1.83,A.M.A. Sports Agency,left,2027.0,29.0,0.79,1.0,1.0,0,19.0,10.0,5.0,0,0,0,1.106,1.106,0.0,0.0,1748226062049,https://www.transfermarkt.com/pontus-almqvist/profil/spieler/300532
323167,Matteo Gabbia,AC Milan,25.0,Centre-Back,0,14000.0,Italy,1.85,None,right,2029.0,36.0,1.81,2.0,0,0,4.0,7.0,5.0,0,0,0,1.403,2.805,0.0,0.0,1748226086284,https://www.transfermarkt.com/matteo-gabbia/profil/spieler/323167
853491,Killian Corredor,Darmstadt 98,24.0,Centre-Forward,0,2000.0,France,1.82,None,right,-,35.0,1.37,8.0,6.0,0,2.0,16.0,4.0,0,0,1.0,354.0,2.832,0.0,0.0,1748226088393,https://www.transfermarkt.com/killian-corredor/profil/spieler/853491
1058520,Otto Stange,Hamburger SV,18.0,Centre-Forward,0,2000.0,Germany,1.87,CAA Stellar,right,-,29.0,1.48,9.0,3.0,0,16.0,7.0,1.0,1.0,0,2.0,131.0,1.182,0.0,0.0,1748226091244,https://www.transfermarkt.com/otto-stange/profil/spieler/1058520
346018,Jamal Lewis,Newcastle,27.0,Left-Back,0,3000.0,Northern Ireland,1.78,None,left,2025.0,,,,,,,,,,,,90.0,67.0,0.0,0.0,1748226092982,https://www.transfermarkt.com/jamal-lewis/profil/spieler/346018
162961,Valerio Verre,Palermo,31.0,Central Midfield,0,500.0,Italy,1.81,P&P Sport ...,right,2027.0,28.0,1.32,2.0,4.0,0,11.0,17.0,5.0,0,0,0,647.0,1.293,0.0,0.0,1748226095874,https://www.transfermarkt.com/valerio-verre/profil/spieler/162961
61561,Barry Bannan,Sheff Wed,35.0,Central Midfield,0,200.0,Scotland,1.69,SMI Sports ...,left,2025.0,45.0,1.38,4.0,6.0,0,5.0,11.0,7.0,0,0,0,894.0,3.577,0.0,0.0,1748226120164,https://www.transfermarkt.com/barry-bannan/profil/spieler/61561
448028,Kevin Sessa,Hertha BSC,24.0,Central Midfield,0,2000.0,Germany,1.75,None,right,2027.0,22.0,1.41,0.0,1.0,0,9.0,10.0,1.0,0,0,0,0.0,1.019,0.0,0.0,1748226145046,https://www.transfermarkt.com/kevin-sessa/profil/spieler/448028
144143,Bartosz Bereszyński,Sampdoria,32.0,Right-Back,0,1000.0,Poland,1.83,Fabryka Futbolu,right,2025.0,23.0,1.13,0.0,1.0,0,5.0,4.0,7.0,0,0,0,0.0,1.711,0.0,0.0,1748226147193,https://www.transfermarkt.com/bartosz-bereszynski/profil/spieler/144143
160938,Marc Oliver Kempf,Como,30.0,Centre-Back,0,2500.0,Germany,1.86,Dirk Hebel,left,2027.0,35.0,1.54,0.0,0,0,1.0,4.0,5.0,1.0,0,0,0.0,2.922,0.0,0.0,1748226159311,https://www.transfermarkt.com/marc-oliver-kempf/profil/spieler/160938
346560,Alessandro Mallamo,Südtirol,26.0,Central Midfield,0,300.0,Italy,1.74,None,right,-,22.0,1.05,2.0,2.0,0,14.0,8.0,3.0,0,0,0,367.0,734.0,0.0,0.0,1748226197912,https://www.transfermarkt.com/alessandro-mallamo/profil/spieler/346560
333647,Jonathan Burkardt,1.FSV Mainz 05,24.0,Centre-Forward,0,35000.0,Germany,1.83,PRO Profil GmbH,right,2027.0,30.0,1.63,19.0,3.0,0,1.0,19.0,0.0,0,0,2.0,118.0,2.246,0.0,0.0,1748226200136,https://www.transfermarkt.com/jonathan-burkardt/profil/spieler/333647
